"Assessed","Assessor","question1","question2","dimension","answer"
"Weru Shifflette","Dyann Woodhurst"," ","Up to 3 things the person should improve","",""
"Weru Shifflette","Dyann Woodhurst"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Weru Shifflette","Dyann Woodhurst"," ","Spaceholder",""," "
"Weru Shifflette","Dyann Woodhurst"," ","Spaceholder",""," "
"Weru Shifflette","Dyann Woodhurst"," ","Spaceholder","",""
"Weru Shifflette","Dyann Woodhurst"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Dyann Woodhurst","1. This person proactively works on solutions."," ","Current Performance","1"
"Weru Shifflette","Dyann Woodhurst","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Dyann Woodhurst","2. This person makes the team more effective."," ","Current Performance","7"
"Weru Shifflette","Dyann Woodhurst","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Weru Shifflette","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Weru Shifflette","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Weru Shifflette","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Carlanne Gelbard"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Carlanne Gelbard"," ","Up to 3 things the person should improve","",""
"Weru Shifflette","Carlanne Gelbard"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Weru Shifflette","Carlanne Gelbard"," ","Spaceholder","",""
"Weru Shifflette","Carlanne Gelbard"," ","Spaceholder","",""
"Weru Shifflette","Carlanne Gelbard"," ","Spaceholder","",""
"Weru Shifflette","Carlanne Gelbard"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Carlanne Gelbard","1. This person proactively works on solutions."," ","Current Performance","1"
"Weru Shifflette","Carlanne Gelbard","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Carlanne Gelbard","2. This person makes the team more effective."," ","Current Performance","4"
"Weru Shifflette","Carlanne Gelbard","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Weru Shifflette","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Weru Shifflette","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Weru Shifflette","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Lilian Goodmon","Stacey-Anne Greenig"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Lilian Goodmon","Stacey-Anne Greenig"," ","Up to 3 things the person should improve","","Align more with team"
"Lilian Goodmon","Stacey-Anne Greenig"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Lilian Goodmon","Stacey-Anne Greenig"," ","Spaceholder","",""
"Lilian Goodmon","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Lilian Goodmon","Stacey-Anne Greenig"," ","Spaceholder","",""
"Lilian Goodmon","Stacey-Anne Greenig"," ","Your relationship to the person being assessed","","Peer"
"Lilian Goodmon","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Current Performance","5"
"Lilian Goodmon","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Desired Performance",""
"Lilian Goodmon","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Current Performance","4"
"Lilian Goodmon","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Desired Performance",""
"Lilian Goodmon","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Lilian Goodmon","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Lilian Goodmon","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Lilian Goodmon","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Lilian Goodmon","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Lilian Goodmon","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Lilian Goodmon","Laureen Jagtiani"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Lilian Goodmon","Laureen Jagtiani"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Lilian Goodmon","Laureen Jagtiani"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Lilian Goodmon","Laureen Jagtiani"," ","Spaceholder","",""
"Lilian Goodmon","Laureen Jagtiani"," ","Spaceholder","",""
"Lilian Goodmon","Laureen Jagtiani"," ","Spaceholder","",""
"Lilian Goodmon","Laureen Jagtiani"," ","Your relationship to the person being assessed","","Peer"
"Lilian Goodmon","Laureen Jagtiani","1. This person proactively works on solutions."," ","Current Performance","3"
"Lilian Goodmon","Laureen Jagtiani","1. This person proactively works on solutions."," ","Desired Performance",""
"Lilian Goodmon","Laureen Jagtiani","2. This person makes the team more effective."," ","Current Performance","3"
"Lilian Goodmon","Laureen Jagtiani","2. This person makes the team more effective."," ","Desired Performance",""
"Lilian Goodmon","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Lilian Goodmon","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Lilian Goodmon","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Lilian Goodmon","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Lilian Goodmon","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Lilian Goodmon","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Lilian Goodmon","Marjiwra Clowe"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Lilian Goodmon","Marjiwra Clowe"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Lilian Goodmon","Marjiwra Clowe"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Lilian Goodmon","Marjiwra Clowe"," ","Spaceholder",""," "
"Lilian Goodmon","Marjiwra Clowe"," ","Spaceholder",""," "
"Lilian Goodmon","Marjiwra Clowe"," ","Spaceholder","",""
"Lilian Goodmon","Marjiwra Clowe"," ","Your relationship to the person being assessed","","Peer"
"Lilian Goodmon","Marjiwra Clowe","1. This person proactively works on solutions."," ","Current Performance","2"
"Lilian Goodmon","Marjiwra Clowe","1. This person proactively works on solutions."," ","Desired Performance",""
"Lilian Goodmon","Marjiwra Clowe","2. This person makes the team more effective."," ","Current Performance","4"
"Lilian Goodmon","Marjiwra Clowe","2. This person makes the team more effective."," ","Desired Performance",""
"Lilian Goodmon","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Lilian Goodmon","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Lilian Goodmon","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Lilian Goodmon","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Lilian Goodmon","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Current Performance","5"
